sample	weighted_NSTI
13414.SDsw.1.2018.10.r1.R1.fastq.gz	0.14031723820582076
13414.SDsw.1.2018.10.r2.R1.fastq.gz	0.1450258517130246
13414.SDsw.1.2018.11.r1.R1.fastq.gz	0.1443756536312849
13414.SDsw.1.2018.11.r2.R1.fastq.gz	0.12095106336088152
13414.SDsw.1.2018.12.r1.R1.fastq.gz	0.1338176476542558
13414.SDsw.1.2018.12.r2.R1.fastq.gz	0.14548245297649293
13414.SDsw.1.2018.13.r1.R1.fastq.gz	0.10532722530521642
13414.SDsw.1.2018.13.r2.R1.fastq.gz	0.12419378562995725
13414.SDsw.1.2018.14.r1.R1.fastq.gz	0.1421969126984127
13414.SDsw.1.2018.14.r2.R1.fastq.gz	0.14221991505216097
13414.SDsw.1.2018.15.r1.R1.fastq.gz	0.119445091954023
13414.SDsw.1.2018.15.r2.R1.fastq.gz	0.13254560427216647
13414.SDsw.1.2018.15.r3.R1.fastq.gz	0.10283915443900994
13414.SDsw.1.2018.15.r4.R1.fastq.gz	0.08808133217528104
13414.SDsw.1.2018.15.r5.R1.fastq.gz	0.09234408275862067
13414.SDsw.1.2018.15.r6.R1.fastq.gz	0.09975475696995094
13414.SDsw.1.2018.15.r7.R1.fastq.gz	0.16633395801946196
13414.SDsw.1.2018.15.r8.R1.fastq.gz	0.13252258673305892
13414.SDsw.1.2018.16.r1.R1.fastq.gz	0.1575229218890933
13414.SDsw.1.2018.16.r2.R1.fastq.gz	0.07142799432860716
13414.SDsw.1.2018.17.r1.R1.fastq.gz	0.14616605940495705
13414.SDsw.1.2018.17.r2.R1.fastq.gz	0.09195274386503069
13414.SDsw.1.2018.18.r1.R1.fastq.gz	0.09299119938414165
13414.SDsw.1.2018.18.r2.R1.fastq.gz	0.1031282010722692
13414.SDsw.1.2018.19.r1.R1.fastq.gz	0.050478450438300744
13414.SDsw.1.2018.19.r2.R1.fastq.gz	0.06131699792099791
13414.SDsw.1.2018.2.r1.R1.fastq.gz	0.11768821247413254
13414.SDsw.1.2018.2.r2.R1.fastq.gz	0.16550562828531387
13414.SDsw.1.2018.20.r1.R1.fastq.gz	0.07063244413062665
13414.SDsw.1.2018.20.r2.R1.fastq.gz	0.05206420318066157
13414.SDsw.1.2018.21.r1.R1.fastq.gz	0.06295119609462692
13414.SDsw.1.2018.21.r2.R1.fastq.gz	0.07410290439718042
13414.SDsw.1.2018.22.r1.R1.fastq.gz	0.10184185552304316
13414.SDsw.1.2018.22.r2.R1.fastq.gz	0.09313328337985761
13414.SDsw.1.2018.23.r1.R1.fastq.gz	0.10041409344115004
13414.SDsw.1.2018.23.r2.R1.fastq.gz	0.11073838834951458
13414.SDsw.1.2018.24.r1.R1.fastq.gz	0.1182917808988764
13414.SDsw.1.2018.24.r2.R1.fastq.gz	0.11443316841058855
13414.SDsw.1.2018.25.r1.R1.fastq.gz	0.10734625916555308
13414.SDsw.1.2018.25.r2.R1.fastq.gz	0.09714501976487495
13414.SDsw.1.2018.26.r1.R1.fastq.gz	0.11813605964753728
13414.SDsw.1.2018.26.r2.R1.fastq.gz	0.12341852950943881
13414.SDsw.1.2018.27.r1.R1.fastq.gz	0.1110564964260989
13414.SDsw.1.2018.27.r2.R1.fastq.gz	0.09952402397405159
13414.SDsw.1.2018.28.r1.R1.fastq.gz	0.11195648299258419
13414.SDsw.1.2018.28.r2.R1.fastq.gz	0.12809015236974186
13414.SDsw.1.2018.29.r1.R1.fastq.gz	0.1010954333942223
13414.SDsw.1.2018.29.r2.R1.fastq.gz	0.09495868471377128
13414.SDsw.1.2018.3.r1.R1.fastq.gz	0.11687146956703619
13414.SDsw.1.2018.3.r2.R1.fastq.gz	0.1620895426920445
13414.SDsw.1.2018.30.r1.R1.fastq.gz	0.09141458208379005
13414.SDsw.1.2018.30.r2.R1.fastq.gz	0.11751589856394966
13414.SDsw.1.2018.30.r3.R1.fastq.gz	0.14420941401273885
13414.SDsw.1.2018.30.r4.R1.fastq.gz	0.06590131004254636
13414.SDsw.1.2018.30.r5.R1.fastq.gz	0.08716445475968305
13414.SDsw.1.2018.30.r6.R1.fastq.gz	0.07871761709433875
13414.SDsw.1.2018.30.r7.R1.fastq.gz	0.09804460032631776
13414.SDsw.1.2018.30.r8.R1.fastq.gz	0.09522161160593791
13414.SDsw.1.2018.4.r1.R1.fastq.gz	0.11566213331203752
13414.SDsw.1.2018.4.r2.R1.fastq.gz	0.127003750223585
13414.SDsw.1.2018.5.r1.R1.fastq.gz	0.15878456224899598
13414.SDsw.1.2018.5.r2.R1.fastq.gz	0.13475089058152906
13414.SDsw.1.2018.6.r1.R1.fastq.gz	0.16870777119784658
13414.SDsw.1.2018.6.r2.R1.fastq.gz	0.14703959071117562
13414.SDsw.1.2018.7.r1.R1.fastq.gz	0.15901042224005707
13414.SDsw.1.2018.7.r2.R1.fastq.gz	0.13090474585784723
13414.SDsw.1.2018.8.r1.R1.fastq.gz	0.08600234193033766
13414.SDsw.1.2018.8.r2.R1.fastq.gz	0.16436069055563213
13414.SDsw.1.2018.8.r3.R1.fastq.gz	0.1570874604316547
13414.SDsw.1.2018.8.r4.R1.fastq.gz	0.12290317894496013
13414.SDsw.1.2018.8.r5.R1.fastq.gz	0.1664013556703453
13414.SDsw.1.2018.8.r6.R1.fastq.gz	0.11071601793904481
13414.SDsw.1.2018.8.r7.R1.fastq.gz	0.15551327057253855
13414.SDsw.1.2018.8.r8.R1.fastq.gz	0.16652906125809394
13414.SDsw.1.2018.9.r1.R1.fastq.gz	0.13253602553757057
13414.SDsw.1.2018.9.r2.R1.fastq.gz	0.15696566745144808
13414.SDsw.12.2017.1.r1.R1.fastq.gz	0.18809067226199291
13414.SDsw.12.2017.1.r2.R1.fastq.gz	0.14198215493731875
13414.SDsw.12.2017.10.r1.R1.fastq.gz	0.22061477592997808
13414.SDsw.12.2017.10.r2.R1.fastq.gz	0.15971847539907785
13414.SDsw.12.2017.11.r1.R1.fastq.gz	0.17801276853536613
13414.SDsw.12.2017.11.r2.R1.fastq.gz	0.1800816371031759
13414.SDsw.12.2017.12.r1.R1.fastq.gz	0.16105814343013894
13414.SDsw.12.2017.12.r2.R1.fastq.gz	0.19855196684350132
13414.SDsw.12.2017.13.r1.R1.fastq.gz	0.17356587110369504
13414.SDsw.12.2017.13.r2.R1.fastq.gz	0.17387725056160358
13414.SDsw.12.2017.14.r1.R1.fastq.gz	0.12860307113654945
13414.SDsw.12.2017.14.r2.R1.fastq.gz	0.19559122306206528
13414.SDsw.12.2017.15.r1.R1.fastq.gz	0.13781906786703602
13414.SDsw.12.2017.15.r2.R1.fastq.gz	0.1106496886930984
13414.SDsw.12.2017.15.r3.R1.fastq.gz	0.1614437741171917
13414.SDsw.12.2017.15.r4.R1.fastq.gz	0.13797474536296497
13414.SDsw.12.2017.15.r5.R1.fastq.gz	0.1688649740011212
13414.SDsw.12.2017.15.r6.R1.fastq.gz	0.14037836243321292
13414.SDsw.12.2017.15.r7.R1.fastq.gz	0.17120194242039966
13414.SDsw.12.2017.15.r8.R1.fastq.gz	0.20485777855969975
13414.SDsw.12.2017.16.r1.R1.fastq.gz	0.13085677438668794
13414.SDsw.12.2017.16.r2.R1.fastq.gz	0.15241175384678096
13414.SDsw.12.2017.17.r1.R1.fastq.gz	0.12718720032840722
13414.SDsw.12.2017.17.r2.R1.fastq.gz	0.08605647756874095
13414.SDsw.12.2017.18.r1.R1.fastq.gz	0.17839795227574015
13414.SDsw.12.2017.18.r2.R1.fastq.gz	0.15436648910298997
13414.SDsw.12.2017.19.r1.R1.fastq.gz	0.16625388498353183
13414.SDsw.12.2017.19.r2.R1.fastq.gz	0.12966983333333332
13414.SDsw.12.2017.2.r1.R1.fastq.gz	0.1862573479984386
13414.SDsw.12.2017.2.r2.R1.fastq.gz	0.18260137228420437
13414.SDsw.12.2017.20.r1.R1.fastq.gz	0.16267480076596297
13414.SDsw.12.2017.20.r2.R1.fastq.gz	0.22581979910714287
13414.SDsw.12.2017.21.r1.R1.fastq.gz	0.1466360595363676
13414.SDsw.12.2017.21.r2.R1.fastq.gz	0.14533853825553858
13414.SDsw.12.2017.22.r1.R1.fastq.gz	0.1484899796618426
13414.SDsw.12.2017.22.r2.R1.fastq.gz	0.19001301614142965
13414.SDsw.12.2017.23.r1.R1.fastq.gz	0.10184780473372781
13414.SDsw.12.2017.23.r2.R1.fastq.gz	0.14097192447129908
13414.SDsw.12.2017.24.r1.R1.fastq.gz	0.10859850416718497
13414.SDsw.12.2017.24.r2.R1.fastq.gz	0.11249096190476192
13414.SDsw.12.2017.25.r1.R1.fastq.gz	0.1209463042436277
13414.SDsw.12.2017.25.r2.R1.fastq.gz	0.03825298684210526
13414.SDsw.12.2017.26.r1.R1.fastq.gz	0.13145702510388285
13414.SDsw.12.2017.26.r2.R1.fastq.gz	0.13528318633376096
13414.SDsw.12.2017.27.r1.R1.fastq.gz	0.16209511721889136
13414.SDsw.12.2017.27.r2.R1.fastq.gz	0.09680504595185997
13414.SDsw.12.2017.28.r1.R1.fastq.gz	0.18788837168141592
13414.SDsw.12.2017.28.r2.R1.fastq.gz	0.16517580952380953
13414.SDsw.12.2017.29.r1.R1.fastq.gz	0.15830507308363753
13414.SDsw.12.2017.29.r2.R1.fastq.gz	0.10151967903149658
13414.SDsw.12.2017.3.r1.R1.fastq.gz	0.19605190497946537
13414.SDsw.12.2017.3.r2.R1.fastq.gz	0.21219394968497018
13414.SDsw.12.2017.30.r1.R1.fastq.gz	0.13429707752698725
13414.SDsw.12.2017.30.r2.R1.fastq.gz	0.11914671164021165
13414.SDsw.12.2017.30.r3.R1.fastq.gz	0.12523047699103373
13414.SDsw.12.2017.30.r4.R1.fastq.gz	0.14073419190968953
13414.SDsw.12.2017.30.r5.R1.fastq.gz	0.09500587599795406
13414.SDsw.12.2017.30.r6.R1.fastq.gz	0.09130217700837764
13414.SDsw.12.2017.30.r7.R1.fastq.gz	0.11519241983435402
13414.SDsw.12.2017.30.r8.R1.fastq.gz	0.14662264176138085
13414.SDsw.12.2017.4.r1.R1.fastq.gz	0.022875
13414.SDsw.12.2017.4.r2.R1.fastq.gz	0.20680673340983227
13414.SDsw.12.2017.5.r1.R1.fastq.gz	0.19225869434933485
13414.SDsw.12.2017.5.r2.R1.fastq.gz	0.08166407274308694
13414.SDsw.12.2017.6.r1.R1.fastq.gz	0.20889603768590267
13414.SDsw.12.2017.6.r2.R1.fastq.gz	0.17932950694058855
13414.SDsw.12.2017.7.r2.R1.fastq.gz	0.26262997516556286
13414.SDsw.12.2017.8.r1.R1.fastq.gz	0.1826700852486419
13414.SDsw.12.2017.8.r2.R1.fastq.gz	0.031791273880947095
13414.SDsw.12.2017.8.r3.R1.fastq.gz	0.184631511524499
13414.SDsw.12.2017.8.r4.R1.fastq.gz	0.1747788476530183
13414.SDsw.12.2017.8.r5.R1.fastq.gz	0.1825009765625
13414.SDsw.12.2017.8.r6.R1.fastq.gz	0.13994047637051038
13414.SDsw.12.2017.8.r7.R1.fastq.gz	0.20103772970479702
13414.SDsw.12.2017.8.r8.R1.fastq.gz	0.18021149105367795
13414.SDsw.12.2017.9.r1.R1.fastq.gz	0.16066568789551455
13414.SDsw.12.2017.9.r2.R1.fastq.gz	0.1731067192967021
