Feature ID	Taxon	Confidence
a602d55d19e19cd7f835ebd9aa760538	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9996448160504802
22f3dcae653057575a42378d2e95e33b	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9987421405456353
e5c476ea30d14d45a5b5baf6c14b6f3e	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9996672656805284
426a969784097dfe6b607545267f345d	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999403225617484
3e58d1e99c159329a88f591ece9585b4	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999693570906683
8eb98662b039b58bed6bb779d1e2b310	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.8988806285080555
0be0a8954218540871350f923f5cf63b	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9995316879179655
dea06604d1dcfea9e23c107a6832ba0a	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9989708299462075
cd9fcf1e8d4df4b08e026b78d8601559	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9988385527828975
5aec66e7ebdf35a8b9820fbf68098bb5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9967257301128992
7386afcd2470c1308cb56f0f7aa92835	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9994257550552651
